n, Tsim_avg_ms
250, 1.5
500, 3.5166667
750, 8.133333
1000, 14.483334
1250, 22.633333
1500, 32.8
1750, 45.8
2000, 66.03333
2250, 77.2
2500, 97.416664
2750, 123.11667
3000, 147.2
3250, 180.38333
3500, 220.78334
3750, 282.88333
4000, 318.63333
4250, 357.11667
4500, 394.45
4750, 438.15
5000, 482.5
