n, Tsim_avg_ms
250, 0.25
500, 1.6
750, 0.76666665
1000, 0.016666668
1250, 1.35
1500, 1.05
1750, 2.3333333
2000, 2.0833333
2250, 1.8333334
2500, 3.2166667
2750, 4.133333
3000, 4.9666667
3250, 4.7166667
3500, 2.6166666
3750, 7.516667
4000, 8.483334
4250, 8.183333
4500, 10.216666
4750, 11.216666
5000, 12.433333
