x,y
345.4985,392.1768
346.2875,392.3338
347.0757,392.4897
347.8631,392.6445
348.6497,392.7982
349.4356,392.9507
350.2207,393.1020
351.0049,393.2523
351.7884,393.4014
352.5711,393.5493
353.3531,393.6962
354.1342,393.8419
354.9146,393.9865
355.6941,394.1300
356.4729,394.2723
357.2509,394.4136
358.0282,394.5537
358.8047,394.6927
359.5804,394.8305
360.3553,394.9673
361.1294,395.1029
361.9028,395.2374
362.6754,395.3708
363.4472,395.5031
364.2182,395.6343
364.9885,395.7643
365.7580,395.8933
366.5267,396.0211
367.2947,396.1479
368.0619,396.2735
368.8283,396.3981
369.5940,396.5215
370.3589,396.6438
371.1230,396.7650
371.8864,396.8851
372.6490,397.0042
373.4108,397.1221
374.1719,397.2389
374.9322,397.3546
375.6918,397.4692
376.4506,397.5828
377.2086,397.6952
377.9659,397.8065
378.7224,397.9168
379.4782,398.0260
380.2332,398.1340
380.9875,398.2410
381.7410,398.3469
382.4937,398.4517
383.2458,398.5555
383.9970,398.6581
384.7475,398.7596
385.4973,398.8601
386.2462,398.9595
386.9945,399.0578
387.7420,399.1551
388.4888,399.2512
389.2348,399.3463
389.9800,399.4403
390.7245,399.5333
391.4683,399.6251
392.2113,399.7159
392.9536,399.8056
393.6952,399.8943
394.4359,399.9819
395.1760,400.0684
395.9153,400.1538
396.6539,400.2382
397.3918,400.3215
398.1288,400.4038
398.8652,400.4850
399.6008,400.5651
400.3357,400.6442
401.0699,400.7222
401.8033,400.7992
402.5360,400.8751
403.2680,400.9499
403.9992,401.0237
404.7297,401.0964
405.4595,401.1681
406.1885,401.2387
406.9168,401.3083
407.6444,401.3768
408.3712,401.4443
409.0974,401.5107
409.8228,401.5761
410.5474,401.6404
411.2714,401.7037
411.9946,401.7660
412.7171,401.8272
413.4389,401.8874
414.1599,401.9465
414.8803,402.0046
415.5999,402.0616
416.3188,402.1176
417.0370,402.1726
417.7544,402.2265
418.4712,402.2794
419.1872,402.3313
419.9025,402.3822
420.6171,402.4320
421.3310,402.4807
422.0441,402.5285
422.7566,402.5752
423.4683,402.6209
424.1794,402.6656
424.8897,402.7092
425.5993,402.7519
426.3082,402.7935
427.0164,402.8340
427.7238,402.8736
428.4306,402.9121
429.1367,402.9496
429.8420,402.9861
430.5467,403.0216
431.2506,403.0561
431.9539,403.0896
432.6564,403.1220
433.3582,403.1534
434.0594,403.1839
434.7598,403.2133
435.4596,403.2417
436.1586,403.2691
436.8569,403.2955
437.5546,403.3209
438.2515,403.3452
438.9477,403.3686
439.6433,403.3910
440.3381,403.4124
441.0323,403.4327
441.7257,403.4521
442.4185,403.4704
443.1106,403.4878
443.8020,403.5042
444.4927,403.5195
445.1827,403.5339
445.8720,403.5473
446.5606,403.5597
447.2485,403.5710
447.9358,403.5815
448.6223,403.5909
449.3082,403.5993
449.9934,403.6067
450.6779,403.6131
451.3617,403.6186
452.0449,403.6230
452.7273,403.6265
453.4091,403.6290
454.0901,403.6306
454.7705,403.6311
455.4503,403.6307
456.1293,403.6292
456.8077,403.6268
457.4854,403.6234
458.1624,403.6191
458.8387,403.6137
459.5143,403.6074
460.1893,403.6001
460.8636,403.5919
461.5373,403.5827
462.2102,403.5725
462.8825,403.5613
463.5541,403.5492
464.2250,403.5361
464.8953,403.5220
465.5649,403.5070
466.2338,403.4910
466.9021,403.4740
467.5697,403.4561
468.2366,403.4372
468.9029,403.4174
469.5685,403.3965
470.2334,403.3748
470.8976,403.3521
471.5612,403.3284
472.2242,403.3037
472.8864,403.2781
473.5480,403.2516
474.2090,403.2241
474.8693,403.1956
475.5289,403.1662
476.1879,403.1358
476.8462,403.1045
477.5038,403.0723
478.1608,403.0391
478.8171,403.0049
479.4728,402.9698
480.1278,402.9338
480.7822,402.8968
481.4359,402.8589
482.0890,402.8200
482.7414,402.7802
483.3931,402.7394
484.0442,402.6977
484.6947,402.6551
485.3445,402.6115
485.9936,402.5670
486.6421,402.5216
487.2900,402.4752
487.9372,402.4279
488.5837,402.3796
489.2296,402.3305
489.8749,402.2804
490.5195,402.2293
491.1635,402.1774
491.8069,402.1245
492.4496,402.0706
493.0916,402.0159
493.7330,401.9602
494.3737,401.9036
495.0138,401.8461
495.6533,401.7877
496.2921,401.7283
496.9304,401.6680
497.5679,401.6068
498.2049,401.5447
498.8412,401.4816
499.4768,401.4177
500.1118,401.3528
500.7462,401.2870
501.3799,401.2203
502.0131,401.1526
502.6455,401.0841
503.2774,401.0146
503.9086,400.9443
504.5392,400.8730
505.1691,400.8009
505.7985,400.7278
506.4272,400.6538
507.0552,400.5789
507.6826,400.5031
508.3094,400.4264
508.9356,400.3488
509.5612,400.2703
510.1861,400.1909
510.8104,400.1106
511.4341,400.0294
512.0572,399.9472
512.6796,399.8642
513.3015,399.7803
513.9227,399.6955
514.5432,399.6098
515.1631,399.5233
515.7825,399.4358
516.4012,399.3474
517.0193,399.2581
517.6368,399.1680
518.2537,399.0769
518.8699,398.9850
519.4855,398.8922
520.1005,398.7984
520.7148,398.7038
521.3286,398.6083
521.9418,398.5120
522.5543,398.4147
523.1663,398.3166
523.7776,398.2175
524.3883,398.1176
524.9984,398.0168
525.6079,397.9152
526.2168,397.8127
526.8251,397.7092
527.4327,397.6049
528.0398,397.4998
528.6462,397.3937
529.2521,397.2868
529.8573,397.1790
530.4619,397.0704
531.0659,396.9608
531.6694,396.8504
532.2722,396.7392
532.8745,396.6270
533.4761,396.5140
534.0771,396.4001
534.6775,396.2854
535.2773,396.1698
535.8765,396.0533
536.4752,395.9359
537.0732,395.8177
537.6706,395.6987
538.2674,395.5788
538.8636,395.4580
539.4593,395.3363
540.0543,395.2138
540.6487,395.0905
541.2426,394.9663
541.8359,394.8412
542.4285,394.7153
543.0206,394.5885
543.6121,394.4609
544.2029,394.3324
544.7932,394.2031
545.3829,394.0729
545.9720,393.9419
546.5605,393.8100
547.1485,393.6772
547.7358,393.5437
548.3226,393.4092
548.9088,393.2740
549.4943,393.1378
550.0793,393.0009
550.6638,392.8631
551.2476,392.7244
551.8308,392.5849
552.4135,392.4446
552.9955,392.3034
553.5770,392.1614
554.1580,392.0186
554.7383,391.8749
555.3181,391.7304
555.8972,391.5850
556.4758,391.4388
557.0538,391.2918
557.6313,391.1440
558.2081,390.9953
558.7844,390.8457
559.3601,390.6954
559.9352,390.5442
560.5098,390.3922
561.0838,390.2393
561.6572,390.0857
562.2300,389.9312
562.8023,389.7759
563.3740,389.6197
563.9451,389.4627
564.5157,389.3049
565.0857,389.1463
565.6551,388.9869
566.2239,388.8267
566.7922,388.6656
567.3599,388.5037
567.9271,388.3410
568.4937,388.1774
569.0596,388.0131
569.6251,387.8479
570.1899,387.6819
570.7543,387.5152
571.3180,387.3476
571.8812,387.1791
572.4438,387.0099
573.0059,386.8399
573.5673,386.6690
574.1282,386.4974
574.6886,386.3249
575.2484,386.1516
575.8077,385.9776
576.3663,385.8027
576.9244,385.6270
577.4820,385.4505
578.0390,385.2732
578.5955,385.0951
579.1514,384.9162
579.7067,384.7365
580.2615,384.5560
580.8158,384.3747
581.3694,384.1926
581.9225,384.0097
582.4751,383.8260
583.0271,383.6414
583.5786,383.4561
584.1295,383.2701
584.6798,383.0832
585.2296,382.8955
585.7789,382.7070
586.3276,382.5177
586.8757,382.3277
587.4233,382.1368
587.9704,381.9452
588.5169,381.7528
589.0629,381.5596
589.6083,381.3656
590.1531,381.1708
590.6974,380.9753
591.2413,380.7789
591.7845,380.5818
592.3273,380.3839
592.8694,380.1852
593.4111,379.9857
593.9521,379.7854
594.4927,379.5844
595.0327,379.3825
595.5721,379.1799
596.1111,378.9766
596.6495,378.7724
597.1873,378.5675
597.7246,378.3618
598.2614,378.1553
598.7976,377.9481
599.3333,377.7400
599.8685,377.5312
600.4031,377.3217
600.9372,377.1113
601.4708,376.9002
602.0038,376.6883
602.5363,376.4757
603.0682,376.2623
603.5997,376.0481
604.1306,375.8332
604.6609,375.6175
605.1907,375.4010
605.7200,375.1838
606.2488,374.9658
606.7770,374.7470
607.3047,374.5275
607.8319,374.3073
608.3586,374.0862
608.8847,373.8644
609.4103,373.6418
609.9354,373.4185
610.4600,373.1944
610.9840,372.9696
611.5075,372.7440
612.0305,372.5177
612.5530,372.2906
613.0749,372.0627
613.5963,371.8341
614.1172,371.6048
614.6376,371.3747
615.1574,371.1438
615.6768,370.9122
616.1956,370.6799
616.7139,370.4468
617.2316,370.2129
617.7489,369.9783
618.2656,369.7430
618.7819,369.5069
619.2975,369.2701
619.8127,369.0325
620.3275,368.7942
620.8416,368.5551
621.3553,368.3153
621.8684,368.0748
622.3810,367.8335
622.8931,367.5915
623.4047,367.3488
623.9158,367.1053
624.4264,366.8611
624.9365,366.6161
625.4460,366.3704
625.9551,366.1240
626.4636,365.8768
626.9717,365.6289
627.4792,365.3803
627.9862,365.1309
628.4927,364.8808
628.9987,364.6300
629.5042,364.3784
630.0092,364.1262
630.5137,363.8731
631.0176,363.6194
631.5211,363.3650
632.0241,363.1098
632.5266,362.8539
633.0285,362.5972
633.5300,362.3399
634.0309,362.0818
634.5314,361.8230
635.0314,361.5635
635.5308,361.3032
636.0298,361.0423
636.5283,360.7806
637.0262,360.5182
637.5237,360.2551
638.0206,359.9912
638.5171,359.7267
639.0131,359.4614
639.5085,359.1954
640.0035,358.9287
640.4980,358.6613
640.9921,358.3932
641.4856,358.1244
641.9786,357.8548
642.4711,357.5845
642.9631,357.3136
643.4546,357.0419
643.9456,356.7695
644.4362,356.4964
644.9262,356.2226
645.4158,355.9481
645.9048,355.6729
646.3934,355.3970
646.8815,355.1204
647.3691,354.8430
647.8563,354.5650
648.3429,354.2863
648.8290,354.0069
649.3147,353.7268
649.7999,353.4460
650.2845,353.1644
650.7687,352.8822
651.2524,352.5993
651.7357,352.3156
652.2184,352.0313
652.7007,351.7463
653.1825,351.4606
653.6638,351.1742
654.1447,350.8871
654.6250,350.5993
655.1049,350.3108
655.5842,350.0216
656.0631,349.7318
656.5416,349.4412
657.0195,349.1500
657.4970,348.8580
657.9740,348.5654
658.4505,348.2721
658.9265,347.9781
659.4021,347.6834
659.8772,347.3880
660.3518,347.0920
660.8259,346.7952
661.2996,346.4978
661.7728,346.1997
662.2455,345.9009
662.7178,345.6014
663.1896,345.3013
663.6609,345.0005
664.1317,344.6989
664.6021,344.3968
665.0720,344.0939
665.5414,343.7904
666.0103,343.4861
666.4788,343.1812
666.9468,342.8757
667.4144,342.5694
667.8815,342.2625
668.3481,341.9549
668.8142,341.6467
669.2799,341.3377
669.7451,341.0281
670.2098,340.7179
670.6741,340.4069
671.1379,340.0953
671.6013,339.7830
672.0642,339.4701
672.5266,339.1564
672.9886,338.8421
673.4501,338.5272
673.9111,338.2116
674.3717,337.8953
674.8318,337.5783
675.2915,337.2607
675.7507,336.9425
676.2095,336.6235
676.6678,336.3040
677.1256,335.9837
677.5829,335.6628
678.0399,335.3412
678.4963,335.0190
678.9523,334.6961
679.4079,334.3726
679.8630,334.0483
680.3176,333.7235
680.7718,333.3980
681.2255,333.0718
681.6788,332.7450
682.1316,332.4175
682.5839,332.0894
683.0358,331.7606
683.4873,331.4312
683.9383,331.1011
684.3889,330.7704
684.8389,330.4390
685.2886,330.1069
685.7378,329.7743
686.1865,329.4409
686.6348,329.1070
687.0827,328.7723
687.5301,328.4371
687.9771,328.1012
688.4236,327.7646
688.8696,327.4274
689.3152,327.0896
689.7604,326.7511
690.2051,326.4120
690.6494,326.0723
691.0933,325.7319
691.5367,325.3908
691.9796,325.0492
692.4221,324.7068
692.8642,324.3639
693.3058,324.0203
693.7470,323.6761
694.1877,323.3312
694.6281,322.9857
695.0679,322.6395
695.5074,322.2928
695.9464,321.9453
696.3849,321.5973
696.8230,321.2486
697.2607,320.8993
697.6979,320.5494
698.1347,320.1988
698.5710,319.8476
699.0070,319.4958
699.4424,319.1433
699.8775,318.7903
700.3121,318.4366
700.7463,318.0822
701.1801,317.7273
701.6133,317.3717
702.0462,317.0155
702.4786,316.6586
702.9106,316.3012
703.3422,315.9431
703.7734,315.5844
704.2041,315.2251
704.6344,314.8651
705.0643,314.5046
705.4937,314.1434
705.9227,313.7816
706.3513,313.4192
706.7795,313.0562
707.2072,312.6925
707.6345,312.3282
708.0614,311.9633
708.4879,311.5978
708.9139,311.2317
709.3395,310.8650
709.7646,310.4977
710.1894,310.1297
710.6137,309.7611
711.0376,309.3920
711.4611,309.0222
711.8841,308.6518
712.3067,308.2808
712.7289,307.9092
713.1506,307.5370
713.5720,307.1641
713.9929,306.7907
714.4133,306.4166
714.8334,306.0420
715.2531,305.6667
715.6724,305.2908
716.0912,304.9144
716.5096,304.5373
716.9276,304.1596
717.3451,303.7813
717.7623,303.4025
718.1790,303.0230
718.5953,302.6429
719.0112,302.2622
719.4267,301.8809
719.8417,301.4991
720.2564,301.1166
720.6707,300.7335
721.0845,300.3498
721.4979,299.9655
721.9109,299.5807
722.3235,299.1952
722.7357,298.8092
723.1474,298.4225
723.5587,298.0353
723.9697,297.6474
724.3802,297.2590
724.7903,296.8700
725.2000,296.4804
725.6093,296.0902
726.0182,295.6994
726.4266,295.3080
726.8347,294.9160
727.2424,294.5235
727.6496,294.1303
728.0565,293.7366
728.4629,293.3423
728.8689,292.9474
729.2745,292.5519
729.6797,292.1558
730.0845,291.7592
730.4890,291.3619
730.8929,290.9641
731.2966,290.5657
731.6998,290.1667
732.1025,289.7671
732.5049,289.3670
732.9069,288.9662
733.3085,288.5649
733.7097,288.1631
734.1105,287.7606
734.5109,287.3575
734.9108,286.9539
735.3104,286.5497
735.7096,286.1449
736.1084,285.7396
736.5068,285.3337
736.9048,284.9272
737.3024,284.5201
737.6996,284.1125
738.0964,283.7043
738.4928,283.2955
738.8888,282.8861
739.2844,282.4762
739.6796,282.0657
740.0745,281.6546
740.4689,281.2430
740.8629,280.8307
741.2565,280.4180
741.6498,280.0046
742.0426,279.5907
742.4351,279.1762
742.8271,278.7612
743.2188,278.3456
743.6100,277.9294
744.0009,277.5127
744.3914,277.0954
744.7815,276.6775
745.1712,276.2591
745.5605,275.8401
745.9495,275.4205
746.3380,275.0004
746.7262,274.5798
747.1140,274.1585
747.5013,273.7368
747.8883,273.3144
748.2749,272.8915
748.6611,272.4680
749.0469,272.0440
749.4324,271.6195
749.8174,271.1943
750.2021,270.7686
750.5864,270.3424
750.9703,269.9156
751.3539,269.4883
751.7370,269.0604
752.1198,268.6320
752.5021,268.2030
752.8842,267.7734
753.2657,267.3433
753.6470,266.9126
754.0278,266.4814
754.4083,266.0497
754.7884,265.6173
755.1681,265.1845
755.5474,264.7511
755.9264,264.3172
756.3049,263.8827
756.6831,263.4477
757.0609,263.0121
757.4384,262.5760
757.8154,262.1393
758.1921,261.7021
758.5684,261.2643
758.9443,260.8260
759.3198,260.3872
759.6950,259.9478
760.0698,259.5079
760.4443,259.0674
760.8183,258.6264
761.1920,258.1849
761.5652,257.7428
761.9382,257.3002
762.3107,256.8571
762.6829,256.4134
763.0547,255.9691
763.4262,255.5244
763.7973,255.0791
764.1680,254.6332
764.5383,254.1869
764.9082,253.7400
765.2778,253.2925
765.6470,252.8446
766.0158,252.3961
766.3843,251.9470
766.7524,251.4975
767.1201,251.0474
767.4875,250.5968
767.8545,250.1456
768.2211,249.6939
768.5874,249.2417
768.9533,248.7890
769.3188,248.3357
769.6840,247.8819
770.0488,247.4276
770.4133,246.9728
770.7773,246.5174
771.1411,246.0615
771.5044,245.6051
771.8674,245.1482
772.2300,244.6907
772.5922,244.2327
772.9541,243.7742
773.3156,243.3152
773.6768,242.8556
774.0377,242.3956
774.3981,241.9350
774.7582,241.4739
775.1180,241.0123
775.4774,240.5501
775.8364,240.0874
776.1950,239.6243
776.5533,239.1606
776.9112,238.6964
777.2688,238.2316
777.6260,237.7664
777.9829,237.3006
778.3394,236.8343
778.6956,236.3675
779.0513,235.9002
779.4068,235.4324
779.7619,234.9641
780.1166,234.4953
780.4710,234.0259
780.8250,233.5560
781.1786,233.0857
781.5320,232.6148
781.8849,232.1434
782.2375,231.6715
782.5898,231.1991
782.9417,230.7262
783.2933,230.2528
783.6445,229.7788
783.9953,229.3044
784.3458,228.8295
784.6960,228.3540
785.0458,227.8781
785.3952,227.4016
785.7443,226.9246
786.0931,226.4472
786.4415,225.9692
786.7895,225.4907
787.1372,225.0118
787.4846,224.5323
787.8315,224.0523
788.1782,223.5719
788.5245,223.0909
788.8705,222.6094
789.2161,222.1274
789.5614,221.6450
789.9063,221.1620
790.2509,220.6785
790.5952,220.1946
790.9390,219.7101
791.2826,219.2252
791.6258,218.7397
791.9687,218.2538
792.3112,217.7673
792.6534,217.2804
792.9952,216.7930
793.3367,216.3051
793.6779,215.8167
794.0187,215.3278
794.3591,214.8384
794.6993,214.3485
795.0391,213.8581
795.3785,213.3673
795.7177,212.8759
796.0564,212.3841
796.3948,211.8918
796.7329,211.3990
797.0707,210.9057
797.4081,210.4119
797.7452,209.9176
798.0819,209.4228
798.4183,208.9276
798.7544,208.4319
799.0901,207.9356
799.4255,207.4389
799.7606,206.9418
800.0953,206.4441
800.4297,205.9459
800.7638,205.4473
801.0975,204.9482
801.4309,204.4486
801.7640,203.9485
802.0967,203.4480
802.4291,202.9469
802.7612,202.4454
803.0929,201.9435
803.4243,201.4410
803.7554,200.9380
804.0861,200.4346
804.4165,199.9307
804.7466,199.4263
805.0764,198.9215
805.4058,198.4162
805.7349,197.9104
806.0636,197.4041
806.3920,196.8974
806.7202,196.3901
807.0479,195.8824
807.3754,195.3743
807.7025,194.8656
808.0292,194.3565
808.3557,193.8470
808.6818,193.3369
809.0076,192.8264
809.3331,192.3154
809.6583,191.8039
809.9831,191.2920
810.3076,190.7796
810.6318,190.2667
810.9556,189.7534
811.2792,189.2396
811.6024,188.7253
811.9253,188.2106
812.2479,187.6954
812.5701,187.1798
812.8920,186.6636
813.2136,186.1470
813.5349,185.6300
813.8559,185.1125
814.1765,184.5945
814.4968,184.0760
814.8168,183.5571
815.1365,183.0378
815.4559,182.5180
815.7749,181.9977
816.0936,181.4769
816.4120,180.9557
816.7301,180.4341
817.0479,179.9119
817.3653,179.3893
817.6824,178.8663
817.9993,178.3428
818.3157,177.8188
818.6319,177.2944
818.9478,176.7696
819.2633,176.2443
819.5786,175.7185
819.8935,175.1923
820.2081,174.6656
820.5223,174.1384
820.8363,173.6109
821.1500,173.0828
821.4633,172.5543
821.7764,172.0254
822.0891,171.4960
822.4015,170.9661
822.7136,170.4359
823.0253,169.9051
823.3368,169.3739
823.6479,168.8423
823.9588,168.3102
824.2693,167.7776
824.5796,167.2446
824.8895,166.7112
825.1992,166.1773
825.5084,165.6430
825.8174,165.1082
826.1260,164.5730
826.4344,164.0374
826.7424,163.5013
827.0502,162.9647
827.3576,162.4277
827.6647,161.8903
827.9716,161.3524
828.2781,160.8140
828.5843,160.2753
828.8902,159.7361
829.1958,159.1964
829.5011,158.6563
829.8061,158.1158
830.1108,157.5748
830.4152,157.0334
830.7192,156.4916
831.0230,155.9493
831.3265,155.4066
831.6296,154.8634
831.9325,154.3198
832.2350,153.7758
832.5373,153.2313
832.8392,152.6864
833.1409,152.1411
833.4422,151.5953
833.7432,151.0491
834.0439,150.5025
834.3444,149.9554
834.6446,149.4079
834.9445,148.8599
835.2440,148.3116
835.5433,147.7628
835.8422,147.2135
836.1409,146.6639
836.4392,146.1138
836.7372,145.5632
837.0350,145.0123
837.3325,144.4609
837.6296,143.9091
837.9265,143.3568
838.2231,142.8042
838.5193,142.2511
838.8153,141.6975
839.1110,141.1436
839.4064,140.5892
839.7015,140.0344
839.9963,139.4791
840.2908,138.9235
840.5850,138.3674
840.8788,137.8109
841.1725,137.2540
841.4658,136.6966
841.7589,136.1389
842.0516,135.5807
842.3440,135.0221
842.6362,134.4630
842.9280,133.9036
843.2196,133.3437
843.5109,132.7834
843.8018,132.2227
844.0925,131.6615
844.3829,131.1000
844.6730,130.5380
844.9628,129.9756
845.2524,129.4128
845.5416,128.8496
845.8306,128.2859
846.1192,127.7219
846.4076,127.1574
846.6957,126.5925
846.9835,126.0272
847.2710,125.4614
847.5582,124.8953
847.8452,124.3288
848.1318,123.7618
848.4182,123.1944
848.7042,122.6266
848.9900,122.0584
849.2755,121.4898
849.5607,120.9208
849.8456,120.3513
850.1303,119.7815
850.4147,119.2112
850.6987,118.6405
850.9825,118.0695
851.2661,117.4980
851.5493,116.9261
851.8322,116.3538
852.1149,115.7811
852.3972,115.2079
852.6793,114.6344
852.9611,114.0605
853.2427,113.4861
853.5239,112.9114
853.8049,112.3362
854.0856,111.7607
854.3660,111.1847
854.6461,110.6084
